listing_id,property_id,agent_id,list_price,list_date,expiry_date,listing_status,days_on_market,description
LST-4551,PRP-0468,AGT-0045,1684200.0,2023-06-24,2023-07-25,Sold,214.0,Lot look investment push suggest.
LST-4552,PRP-4760,AGT-0019,2299200.0,2020-02-19,2020-05-07,Active,196.0,Rich drop top simple strong my.
LST-4553,PRP-1512,AGT-0251,1409900.0,2021-07-02,2021-10-05,Expired,324.0,Build free wonder music. May house along.
LST-4554,PRP-3988,AGT-0203,336800.0,2021-01-27,2021-03-25,Sold,,Guess almost guy speak focus within. Member finish born physical court.
LST-4555,PRP-1954,AGT-0091,1485600.0,2022-05-12,2022-08-15,Sold,,Prevent film response property right if. Student every but continue own.
LST-4556,PRP-3737,AGT-0205,1190800.0,2020-11-09,2021-01-13,Active,238.0,Kind parent way theory accept up start. Late house but seek build least film.
LST-4557,PRP-1958,AGT-0152,1044100.0,2021-08-18,2021-11-08,Expired,23.0,Visit six base character. Up bill health responsibility suddenly.
LST-4558,PRP-1611,AGT-0256,924300.0,2022-03-25,2022-06-26,Sold,7.0,Continue oil finish expect.
LST-4559,PRP-3823,AGT-0009,1933600.0,2023-06-24,2023-11-28,Expired,44.0,Surface prepare as she attack forward. Up too yourself analysis newspaper big.
LST-4560,PRP-3639,AGT-0210,1354200.0,2021-03-11,2021-08-31,Pending,43.0,Test wonder would power tree with voice I.
LST-4561,PRP-0572,AGT-0133,2745700.0,2023-12-19,2024-05-02,Sold,244.0,Off avoid although any.
LST-4562,PRP-4272,AGT-0064,1759300.0,2023-05-01,2023-07-27,Pending,168.0,Medical before kind fear discover hour. Forward military day chance.
LST-4563,PRP-0373,AGT-0299,2147100.0,2020-12-02,2021-02-04,Expired,,It party consumer through.
LST-4564,PRP-4083,AGT-0216,1245600.0,2024-02-17,2024-04-23,Sold,,Allow audience understand.
LST-4565,PRP-0105,AGT-0132,1094200.0,2023-07-19,2023-12-15,Expired,120.0,Idea give represent cover able onto attention.
LST-4566,PRP-1519,AGT-0111,1543200.0,2020-06-20,2020-08-22,Sold,287.0,Prepare everybody those here home on pass however.
LST-4567,PRP-3380,AGT-0188,181400.0,2020-12-21,2021-02-23,Sold,227.0,Establish see say country. Itself whom former expect nothing world.
LST-4568,PRP-3077,AGT-0091,1445000.0,2023-02-12,2023-04-28,Sold,,Born least act lot ball nice.
LST-4569,PRP-1259,AGT-0207,1060800.0,2020-12-17,2021-05-17,Sold,118.0,Go play each daughter owner. Add short history.
LST-4570,PRP-0400,AGT-0270,1121200.0,2020-03-03,2020-05-11,Sold,61.0,Behavior also table. Argue public next voice single type perhaps.
LST-4571,PRP-1839,AGT-0085,1197200.0,2021-12-20,2021-12-12,Expired,,Space group good could laugh. Believe lawyer too worker.
LST-4572,PRP-0270,AGT-0224,2307500.0,2022-01-10,2022-06-26,Sold,197.0,To teach thank.
LST-4573,PRP-1609,AGT-0196,951400.0,2024-05-03,2024-08-18,Sold,12.0,Suddenly impact Democrat activity about daughter start.
LST-4574,PRP-1493,AGT-0298,1461000.0,2022-12-11,2023-06-08,Withdrawn,,Leg issue college catch chair. Receive interest finish region although machine among usually.
LST-4575,PRP-0413,AGT-0100,1245900.0,2020-12-07,2021-03-29,Sold,48.0,Entire right ever statement fish. Sister citizen much alone quickly.
LST-4576,PRP-4203,AGT-0198,2727400.0,2020-01-14,2020-01-07,Sold,34.0,Difficult cup section have. Itself always television true security much billion.
LST-4577,PRP-3233,AGT-0036,362400.0,2023-06-14,2023-10-11,Sold,356.0,Send occur carry feeling. Interesting itself too evening their continue for.
LST-4578,PRP-2971,AGT-0059,1008500.0,2021-08-16,2021-09-26,Sold,352.0,How physical as should firm guess.
LST-4579,PRP-1641,AGT-0132,1122600.0,2020-03-02,2020-02-09,Sold,189.0,Possible development little middle. Computer place form someone dinner.
LST-4580,PRP-2017,AGT-0218,812500.0,2023-09-18,2024-02-17,Sold,139.0,Herself field here.
LST-4581,PRP-3469,AGT-0164,835100.0,2021-07-16,2021-07-11,Withdrawn,201.0,Feel yourself society. Beat news instead million under too piece.
LST-4582,PRP-2834,AGT-0009,2462800.0,2021-10-29,2022-01-03,Sold,215.0,Own from make coach such television card. Continue history big.
LST-4583,PRP-1190,AGT-0081,1626800.0,2021-03-08,2021-08-04,Active,153.0,Certain mean population tough.
LST-4584,PRP-3574,AGT-0005,1955900.0,2020-05-06,2020-08-12,Sold,26.0,Mr someone employee save successful any college. Magazine campaign likely world safe.
LST-4585,PRP-2355,AGT-0034,1391700.0,2022-01-21,2022-07-01,Sold,181.0,Laugh customer else summer.
LST-4586,PRP-4689,AGT-0239,1294000.0,2021-03-27,2021-06-14,Expired,32.0,Former teach section page popular.
LST-4587,PRP-4133,AGT-0295,2119200.0,2023-03-05,2023-05-09,Sold,275.0,Model mouth explain fly. Nation identify argue draw television.
LST-4588,PRP-0561,AGT-0213,450900.0,2023-03-30,2023-05-12,Sold,327.0,Blue eight other chair real everything charge put. Successful continue once history nor trial same moment.
LST-4589,PRP-2599,AGT-0060,1100000.0,2021-08-26,2021-09-28,Sold,,Chance sport dinner significant hospital.
LST-4590,PRP-3570,AGT-0078,1139500.0,2022-08-04,2023-01-31,Active,275.0,Avoid record defense point color director beat. Remain scientist ball tell must Congress affect.
LST-4591,PRP-0469,AGT-0163,1473800.0,2020-12-22,2021-02-15,Expired,331.0,Serious region rate sort development easy. Military myself throughout our improve.
LST-4592,PRP-0679,AGT-0277,1615600.0,2022-09-18,2023-03-07,Sold,,Open include know water our always true concern. Early increase human.
LST-4593,PRP-4602,AGT-0086,2627400.0,2024-02-03,2024-05-03,Withdrawn,39.0,Two soldier simple.
LST-4594,PRP-2642,AGT-0298,1031300.0,2022-09-19,2023-01-25,Active,144.0,Local three reach ground simple way nice. Large place pass participant maybe miss argue.
LST-4595,PRP-0816,AGT-0150,380600.0,2020-09-02,2020-10-22,Active,98.0,Know pay job significant wind tonight have right. However act officer value value term.
LST-4596,PRP-4969,AGT-0169,1175200.0,2023-10-29,2024-01-23,Withdrawn,233.0,Senior with heart increase thing. Respond around management record.
LST-4597,PRP-0958,AGT-0216,1031000.0,2021-06-13,2021-06-08,Active,87.0,Piece crime popular mouth crime radio. Recently sure skill necessary.
LST-4598,PRP-1491,AGT-0184,2497200.0,2023-10-07,2024-02-05,Expired,146.0,Buy loss single project impact discussion necessary.
LST-4599,PRP-0294,AGT-0005,1663400.0,2022-03-10,2022-07-10,Sold,210.0,Affect garden lawyer job. Nation system sea author seek.
LST-4600,PRP-2355,AGT-0106,400300.0,2021-11-21,2022-02-24,Active,1.0,Line indeed should require one.
LST-4601,PRP-2920,AGT-0285,436700.0,2020-01-13,2020-04-02,Pending,351.0,Care cause course lot class raise out. Early ball power stock follow adult drug.
LST-4602,PRP-4310,AGT-0286,2439400.0,2021-02-24,2021-03-27,Active,276.0,Finally record throw late hand data some.
LST-4603,PRP-0438,AGT-0019,2737500.0,2020-08-05,2020-11-29,Active,303.0,Argue believe building public for.
LST-4604,PRP-4014,AGT-0175,700700.0,2020-09-16,2020-12-09,Expired,,Value if bed knowledge age popular southern. Consumer myself face attention Mr new agree.
LST-4605,PRP-1774,AGT-0105,723900.0,2021-10-07,2021-09-17,Sold,294.0,Woman treat data thing.
LST-4606,PRP-0880,AGT-0190,630900.0,2021-12-07,2022-02-07,Active,,Born couple guess. Around production especially fund now friend.
LST-4607,PRP-4481,AGT-0108,496000.0,2022-02-26,2022-05-13,Sold,94.0,Mouth eye year red car enter new range. Recent can style despite.
LST-4608,PRP-0645,AGT-0190,1350700.0,2023-07-21,2023-10-14,Sold,,Toward teach end right read. Specific series culture contain now both.
LST-4609,PRP-1182,AGT-0142,1059900.0,2023-04-21,2023-09-29,Sold,155.0,Soon light pass.
LST-4610,PRP-1337,AGT-0079,1378300.0,2020-01-21,2020-05-31,Sold,270.0,Remember finish hospital girl couple common. Alone behind response go born firm most.
LST-4611,PRP-2522,AGT-0103,1014900.0,2023-12-25,2024-05-28,Active,130.0,American myself indeed unit happy table.
LST-4612,PRP-4471,AGT-0076,1959200.0,2021-05-14,2021-10-27,Pending,222.0,Official compare high government.
LST-4613,PRP-0806,AGT-0221,1273700.0,2022-08-26,2022-11-11,Active,67.0,For yard back certain.
LST-4614,PRP-1020,AGT-0189,2054400.0,2023-05-14,2023-07-21,Expired,275.0,Region article garden he.
LST-4615,PRP-4611,AGT-0143,756600.0,2021-01-14,2021-03-08,Sold,243.0,White seem authority simply.
LST-4616,PRP-1468,AGT-0126,562600.0,2021-09-13,2021-12-24,Active,294.0,Popular actually decision laugh easy community. Figure mission when community north positive.
LST-4617,PRP-1250,AGT-0136,1558200.0,2022-11-04,2022-12-08,Active,310.0,Mean after serious garden.
LST-4618,PRP-2006,AGT-0283,2355200.0,2024-05-25,2024-07-09,Expired,231.0,Can scientist church own action.
LST-4619,PRP-2099,AGT-0203,2318300.0,2022-12-31,2023-04-27,Active,,Training establish both process discover break reveal. See eye wait rest.
LST-4620,PRP-2992,AGT-0079,167300.0,2022-05-09,2022-07-29,Sold,159.0,End up book former past oil. Style good thing control.
LST-4621,PRP-2788,AGT-0124,2861700.0,2020-12-01,2021-05-19,Pending,230.0,Least quite strong interest.
LST-4622,PRP-3189,AGT-0017,2734500.0,2024-01-19,2024-03-20,Active,77.0,Top hand senior together difficult.
LST-4623,PRP-1289,AGT-0034,1233700.0,2021-09-18,2022-01-06,Active,319.0,Any alone wish a speak go. Especially general receive speak together.
LST-4624,PRP-3900,AGT-0138,1877800.0,2023-05-21,2023-06-27,Sold,320.0,Meeting black parent past employee which all. Sell five item husband.
LST-4625,PRP-2625,AGT-0045,1864700.0,2021-05-10,2021-06-25,Sold,18.0,Analysis contain remain billion painting artist.
LST-4626,PRP-2631,AGT-0145,1655400.0,2021-10-21,2022-03-30,Active,356.0,Especially fact factor method. Actually why leave edge.
LST-4627,PRP-3989,AGT-0269,2073700.0,2020-12-29,2021-01-29,Withdrawn,222.0,Official drive white.
LST-4628,PRP-4644,AGT-0295,963900.0,2023-01-11,2023-02-21,Sold,236.0,Child late that building identify teach. We rule test computer.
LST-4629,PRP-3708,AGT-0038,2535100.0,2021-08-09,2022-01-17,Active,260.0,Attack push purpose way matter spring history.
LST-4630,PRP-0253,AGT-0042,2419200.0,2022-01-10,2022-05-05,Sold,352.0,Amount affect American senior.
LST-4631,PRP-0922,AGT-0216,1390700.0,2021-10-14,2021-11-29,Pending,342.0,Wind prevent opportunity ability treatment seven woman.
LST-4632,PRP-1373,AGT-0262,836300.0,2022-12-14,2023-02-22,Active,310.0,Machine some discussion somebody enjoy character. Role quickly pattern body.
LST-4633,PRP-2405,AGT-0154,1618400.0,2020-06-28,2020-12-08,Sold,,Want your painting last base growth. Them us election.
LST-4634,PRP-3824,AGT-0005,363100.0,2023-06-23,2023-11-19,Pending,183.0,Information peace parent song two whom. Most just how society walk maybe second.
LST-4635,PRP-2568,AGT-0080,615300.0,2022-05-21,2022-08-06,Active,312.0,View yes let century article.
LST-4636,PRP-4075,AGT-0015,782600.0,2021-08-18,2022-01-03,Sold,11.0,Board this heavy prevent activity present benefit experience. Six last stay consumer admit rate life.
LST-4637,PRP-0863,AGT-0220,816800.0,2022-07-05,2022-10-07,Sold,224.0,Skin example ten plant will out several. Thank husband economy lose Congress although fish.
LST-4638,PRP-2141,AGT-0169,578500.0,2021-06-12,2021-08-15,Sold,36.0,Whom big find.
LST-4639,PRP-3738,AGT-0152,1637700.0,2020-01-11,2020-02-24,Expired,203.0,Notice more gas play without television. Music south establish discover brother.
LST-4640,PRP-1554,AGT-0084,1016300.0,2022-07-13,2022-09-14,Sold,323.0,Both ago year everyone it behind rest for.
LST-4641,PRP-4005,AGT-0170,243100.0,2022-01-19,2022-04-15,Expired,283.0,Business myself production.
LST-4642,PRP-1394,AGT-0221,2625000.0,2022-11-16,2022-12-24,Sold,,Whom decision question. Central operation career including build nature foreign.
LST-4643,PRP-0389,AGT-0160,508400.0,2021-09-14,2021-12-01,Withdrawn,59.0,Option focus church professional what low push. Quality necessary enough yes price option condition possible.
LST-4644,PRP-2856,AGT-0140,1691700.0,2024-05-18,2024-07-08,Sold,200.0,Religious today offer still color.
LST-4645,PRP-1376,AGT-0083,1493800.0,2023-06-25,2023-11-25,Expired,50.0,Republican wait stop. Effort consumer some final industry laugh.
LST-4646,PRP-1725,AGT-0056,1454200.0,2022-11-08,2023-05-05,Active,300.0,Maybe available spring free.
LST-4647,PRP-0426,AGT-0206,616800.0,2023-04-19,2023-07-30,Expired,,Technology chair seven. Concern writer appear store consider interview spring last.
LST-4648,PRP-4584,AGT-0255,2129300.0,2021-12-24,2022-02-21,Sold,47.0,Scene heavy collection follow. You day big community American candidate throw run.
LST-4649,PRP-2213,AGT-0216,1803000.0,2023-05-10,2023-08-19,Active,229.0,Bill push property heart doctor beautiful easy. Population owner situation size.
LST-4650,PRP-2081,AGT-0176,961600.0,2020-12-19,2021-02-15,Active,327.0,Box beyond food hit field somebody. Really project nature bank whom six yourself.
LST-4651,PRP-3853,AGT-0233,1255700.0,2022-11-18,2023-04-21,Withdrawn,173.0,Forget fall game situation. Wish avoid new.
LST-4652,PRP-0548,AGT-0257,1022800.0,2023-02-04,2023-04-23,Active,149.0,Each hit though on market happen win. Father again wonder affect exist.
LST-4653,PRP-0299,AGT-0259,1944500.0,2022-07-12,2022-11-14,Sold,291.0,Meeting measure film move present. Point difficult nothing might step.
LST-4654,PRP-0398,AGT-0159,1939600.0,2023-05-14,2023-09-18,Withdrawn,17.0,Decide nor it mission director avoid. Health wind live despite opportunity decision character.
LST-4655,PRP-1853,AGT-0157,2167800.0,2022-06-26,2022-12-07,Sold,131.0,Finish police behavior alone.
LST-4656,PRP-4571,AGT-0103,2504600.0,2022-07-07,2022-10-24,Sold,2.0,Fight interesting hospital painting never force quickly.
LST-4657,PRP-1309,AGT-0219,2776700.0,2023-07-04,2023-10-25,Active,201.0,Message head energy evidence. Rule role story particularly reduce send season.
LST-4658,PRP-1851,AGT-0108,2257400.0,2022-07-09,2022-10-02,Sold,187.0,Source rock service man.
LST-4659,PRP-1018,AGT-0051,2628400.0,2020-10-09,2021-02-21,Active,96.0,Court former understand relationship purpose present free however.
LST-4660,PRP-1262,AGT-0048,478100.0,2021-05-03,2021-06-15,Active,3.0,Writer war stand wonder think during power. Situation group fear at minute.
LST-4661,PRP-4729,AGT-0124,567000.0,2022-06-22,2022-09-12,Withdrawn,124.0,Eye tree notice purpose. Building so ability physical.
LST-4662,PRP-1005,AGT-0020,1444900.0,2022-06-14,2022-11-10,Sold,13.0,Animal relationship argue save letter easy against.
LST-4663,PRP-1384,AGT-0191,384600.0,2022-06-09,2022-12-03,Pending,66.0,Bag value together growth. Specific seem decision pull exactly.
LST-4664,PRP-2510,AGT-0271,1902300.0,2021-10-05,2022-03-24,Sold,89.0,Others call manager follow growth today. Clearly every fill heart.
LST-4665,PRP-2706,AGT-0119,856900.0,2022-01-31,2022-03-15,Sold,343.0,Adult charge drug always program. Hard possible central.
LST-4666,PRP-4803,AGT-0055,2161000.0,2022-08-20,2023-01-25,Sold,365.0,Enter past best occur we. Factor travel support fact.
LST-4667,PRP-4423,AGT-0220,2190500.0,2022-10-12,2022-12-21,Sold,214.0,Would learn ready view everyone case voice.
LST-4668,PRP-2618,AGT-0150,2906200.0,2022-01-31,2022-03-12,Sold,246.0,Every face allow cup lay argue truth.
LST-4669,PRP-2520,AGT-0184,2156200.0,2023-04-24,2023-09-26,Withdrawn,343.0,Now present physical lawyer bank shoulder much.
LST-4670,PRP-0818,AGT-0274,2680500.0,2020-12-13,2021-04-29,Active,53.0,Television service could enjoy security hand to.
LST-4671,PRP-0389,AGT-0034,1469400.0,2023-12-13,2024-05-30,Sold,209.0,Staff increase trouble forward.
LST-4672,PRP-1206,AGT-0061,1441100.0,2022-09-25,2022-12-13,Active,218.0,Usually machine mother air field discuss firm teacher. Capital discover it reason.
LST-4673,PRP-2001,AGT-0138,863200.0,2021-05-21,2021-07-25,Active,195.0,Even edge science number fill live PM.
LST-4674,PRP-3755,AGT-0143,2744200.0,2020-02-11,2020-05-24,Pending,,Positive present whatever letter somebody several.
LST-4675,PRP-0108,AGT-0207,2076500.0,2022-06-21,2022-11-12,Withdrawn,160.0,Write data between either beyond if.
LST-4676,PRP-1774,AGT-0298,1821700.0,2023-07-14,2023-11-23,Active,195.0,At phone cost center question. Fund social Republican real significant should bar.
LST-4677,PRP-2665,AGT-0253,2157400.0,2022-05-31,2022-08-16,Sold,287.0,Material window authority save forward land. Sometimes produce election today even grow program.
LST-4678,PRP-3018,AGT-0070,2240900.0,2024-04-22,2024-08-31,Sold,139.0,Wish sit word back. Get effect amount provide themselves television certain.
LST-4679,PRP-1684,AGT-0204,1646500.0,2021-05-16,2021-10-21,Withdrawn,273.0,Feel one world quickly type either challenge above.
LST-4680,PRP-3735,AGT-0081,2866400.0,2021-01-13,2021-07-01,Active,337.0,Later team test himself less article development.
LST-4681,PRP-0385,AGT-0147,245900.0,2024-01-02,2024-02-14,Withdrawn,241.0,Couple care bank matter wrong. Others either follow accept.
LST-4682,PRP-2362,AGT-0063,578400.0,2023-09-01,2024-01-06,Sold,242.0,Important build economic major.
LST-4683,PRP-2591,AGT-0134,1383800.0,2024-06-01,2024-08-24,Withdrawn,197.0,Century bit affect eight again understand approach effort. Heavy together care rich can stuff citizen.
LST-4684,PRP-0710,AGT-0242,2892200.0,2023-09-24,2024-03-16,Expired,151.0,Ask dream box year work money operation your.
LST-4685,PRP-2795,AGT-0077,92400.0,2021-02-25,2021-04-14,Sold,121.0,Hear young clearly store.
LST-4686,PRP-0170,AGT-0146,178600.0,2024-06-20,2024-08-05,Active,212.0,Position join become floor politics discussion find. Arrive account rise produce.
LST-4687,PRP-0685,AGT-0227,733700.0,2020-10-07,2021-01-16,Sold,240.0,Fish one say change center.
LST-4688,PRP-4494,AGT-0094,459300.0,2021-08-19,2022-02-05,Sold,101.0,Parent maintain hot indicate cut school.
LST-4689,PRP-4012,AGT-0147,2453000.0,2021-04-05,2021-07-14,Sold,53.0,Different control although.
LST-4690,PRP-2129,AGT-0185,656200.0,2024-03-28,2024-06-03,Sold,271.0,Too sign director cost lead sing. Yourself relate woman blue.
LST-4691,PRP-2187,AGT-0013,1261600.0,2023-07-19,2023-12-17,Active,,Career understand everybody ago resource television soon.
LST-4692,PRP-1133,AGT-0275,2460500.0,2020-01-12,2020-04-17,Sold,316.0,Often live wear most.
LST-4693,PRP-3487,AGT-0196,1857400.0,2023-11-25,2024-01-22,Withdrawn,121.0,Bag over third write must watch.
LST-4694,PRP-0953,AGT-0103,2287000.0,2021-12-11,2022-02-12,Active,103.0,History show walk yes. Seven race personal final expert development card.
LST-4695,PRP-1251,AGT-0157,824400.0,2021-05-08,2021-07-09,Withdrawn,336.0,Hair commercial husband less from. Choice radio rate boy staff minute agency.
LST-4696,PRP-1697,AGT-0162,2863400.0,2024-03-09,2024-08-14,Sold,104.0,Technology arrive society difficult give environment sister.
LST-4697,PRP-3136,AGT-0296,1509900.0,2023-03-06,2023-07-27,Sold,55.0,Administration explain hear cause need. Feel fund challenge anyone easy throw story risk.
LST-4698,PRP-1927,AGT-0257,2076200.0,2023-02-15,2023-04-22,Sold,45.0,Assume design thus owner.
LST-4699,PRP-2970,AGT-0219,1950500.0,2022-09-09,2022-12-23,Sold,154.0,Citizen catch give research necessary make. Prevent reach five white.
LST-4700,PRP-4715,AGT-0250,236000.0,2022-10-21,2022-12-13,Sold,85.0,May film cover conference could ten.
LST-4701,PRP-3900,AGT-0107,2604300.0,2020-08-29,2020-11-09,Sold,357.0,Forget tend upon moment there spend yeah.
LST-4702,PRP-4418,AGT-0163,980400.0,2023-02-10,2023-06-21,Sold,313.0,Fire themselves team loss clearly trouble often.
LST-4703,PRP-2603,AGT-0239,1227400.0,2022-03-09,2022-08-15,Sold,,Produce add blood soon sure campaign his. Return trip perform policy always.
LST-4704,PRP-3914,AGT-0012,331600.0,2021-03-16,2021-09-12,Sold,30.0,Begin official adult since short safe including study.
LST-4705,PRP-3086,AGT-0239,564100.0,2022-05-10,2022-08-29,Pending,330.0,Dream painting clear customer. Capital of final yard son enough deal option.
LST-4706,PRP-2373,AGT-0197,1409800.0,2020-04-27,2020-08-06,Sold,18.0,Than responsibility owner professional treatment.
LST-4707,PRP-1542,AGT-0004,1238800.0,2020-07-11,2020-11-19,Sold,20.0,National attorney act too understand.
LST-4708,PRP-1250,AGT-0292,984200.0,2023-09-14,2024-02-12,Sold,15.0,Father discussion either test peace impact. Tonight hair every difference well.
LST-4709,PRP-1313,AGT-0025,1487500.0,2023-04-17,2023-09-15,Active,144.0,Anyone many across local. Bad better consumer entire.
LST-4710,PRP-2244,AGT-0169,1706800.0,2023-03-01,2023-05-18,Active,136.0,Him no at cut national wonder.
LST-4711,PRP-0793,AGT-0212,1698500.0,2021-11-30,2022-05-15,Sold,280.0,Cost however participant hundred several single the. Someone both wear heart.
LST-4712,PRP-3137,AGT-0119,774400.0,2024-04-08,2024-07-18,Active,212.0,Wrong read despite whom fill develop last TV.
LST-4713,PRP-4559,AGT-0074,2210700.0,2020-12-08,2021-04-10,Active,196.0,Real region even soon strong.
LST-4714,PRP-2955,AGT-0074,1394600.0,2024-04-15,2024-09-21,Sold,300.0,Mother way yes address your theory whatever himself.
LST-4715,PRP-0931,AGT-0236,963200.0,2021-01-24,2021-06-03,Withdrawn,276.0,Statement research best onto big.
LST-4716,PRP-3487,AGT-0141,467400.0,2021-12-08,2022-02-15,Active,,Pay view participant appear.
LST-4717,PRP-1043,AGT-0052,2345400.0,2020-02-12,2020-05-24,Sold,63.0,Eight may want anything somebody a. Impact spend before middle tough physical.
LST-4718,PRP-2090,AGT-0010,498100.0,2024-04-03,2024-07-28,Withdrawn,,Same arrive certainly we trip.
LST-4719,PRP-4414,AGT-0264,1719300.0,2023-09-10,2024-01-14,Active,185.0,Kind realize guy eye. Bag full sometimes worry theory per three.
LST-4720,PRP-4587,AGT-0222,377200.0,2024-01-26,2024-04-05,Sold,310.0,Mention inside her same edge oil.
LST-4721,PRP-4248,AGT-0231,1830300.0,2021-05-24,2021-06-27,Sold,252.0,Mother trip trial direction. Under spring Democrat answer.
LST-4722,PRP-4125,AGT-0220,2121200.0,2022-04-05,2022-07-11,Active,311.0,All garden record leader else before fear.
LST-4723,PRP-2667,AGT-0206,2117900.0,2023-06-02,2023-08-29,Active,,Might air right.
LST-4724,PRP-4843,AGT-0067,818800.0,2022-07-24,2023-01-07,Sold,3.0,Realize move set team inside successful behavior.
LST-4725,PRP-1534,AGT-0022,158500.0,2021-12-26,2022-06-04,Active,285.0,Wind might deep despite.
LST-4726,PRP-3045,AGT-0086,1200000.0,2021-07-17,2021-12-25,Sold,363.0,Impact section arrive they. Seat two scene look religious step ago civil.
LST-4727,PRP-4427,AGT-0063,474400.0,2020-08-11,2020-12-26,Withdrawn,258.0,They short even professional notice still mother.
LST-4728,PRP-0229,AGT-0094,1235800.0,2020-01-31,2020-04-12,Expired,201.0,Speak happy before bed participant born because smile. Until blood boy difficult threat address collection hospital.
LST-4729,PRP-4045,AGT-0071,167000.0,2021-07-07,2021-08-29,Sold,235.0,Cut reason all protect language with decade. Listen include culture hotel professional themselves within scene.
LST-4730,PRP-2988,AGT-0087,1843500.0,2022-10-25,2022-11-29,Pending,259.0,Material staff field painting.
LST-4731,PRP-0149,AGT-0214,1522900.0,2021-04-25,2021-07-26,Expired,304.0,Once begin week behavior. One sort get production tough ahead.
LST-4732,PRP-2746,AGT-0167,939700.0,2022-03-16,2022-05-23,Sold,14.0,And first member yeah against bit apply. Option show attention.
LST-4733,PRP-4728,AGT-0287,1527300.0,2022-01-13,2022-04-01,Sold,221.0,Difficult forward forward. Natural property arm forward project garden.
LST-4734,PRP-0694,AGT-0158,506400.0,2023-08-14,2023-12-29,Sold,14.0,Pay player effort trade not.
LST-4735,PRP-0424,AGT-0258,265800.0,2021-01-09,2021-03-06,Expired,241.0,Lead everyone identify manager there challenge management.
LST-4736,PRP-4955,AGT-0158,2210800.0,2022-03-09,2022-06-20,Sold,288.0,Similar smile prepare life hospital whole.
LST-4737,PRP-2854,AGT-0001,1822000.0,2020-10-24,2021-01-03,Sold,95.0,Down wide from box effect care each doctor.
LST-4738,PRP-4452,AGT-0094,872000.0,2020-04-13,2020-10-02,Sold,75.0,Move describe phone task study. Them meet some window focus bag difference rest.
LST-4739,PRP-3034,AGT-0196,2102100.0,2021-03-29,2021-08-18,Expired,88.0,Create return many team near. Culture cut rock movement there development radio.
LST-4740,PRP-1501,AGT-0228,709800.0,2024-05-21,2024-09-19,Sold,329.0,Style night today.
LST-4741,PRP-4421,AGT-0209,2026900.0,2023-02-09,2023-04-17,Pending,,Claim process bed physical writer. Up scene space.
LST-4742,PRP-1932,AGT-0300,2357900.0,2021-08-24,2021-10-22,Expired,307.0,Way type leave subject management less. Hit power his positive and.
LST-4743,PRP-3401,AGT-0273,851800.0,2021-12-20,2022-02-27,Active,152.0,Technology stage peace.
LST-4744,PRP-4333,AGT-0158,1875900.0,2023-03-20,2023-05-02,Sold,327.0,Short above beautiful board than cut relate. His professional among fill establish young most.
LST-4745,PRP-3235,AGT-0122,1439400.0,2021-07-29,2021-11-02,Pending,301.0,Suggest activity least. Under hard author place management.
LST-4746,PRP-2980,AGT-0215,981000.0,2020-09-21,2020-11-03,Expired,112.0,According rule until appear stay approach girl.
LST-4747,PRP-0316,AGT-0271,2926600.0,2020-10-14,2020-12-06,Sold,228.0,Her wind already sense law myself.
LST-4748,PRP-0373,AGT-0001,1350300.0,2020-02-25,2020-04-06,Sold,69.0,Guess debate official however base sing south within.
LST-4749,PRP-1400,AGT-0162,619700.0,2023-11-30,2024-04-04,Sold,325.0,Amount according little thing sit PM model. Feeling stop believe huge entire current fish.
LST-4750,PRP-3397,AGT-0122,468800.0,2023-04-02,2023-08-15,Sold,91.0,Staff eight themselves here always out this whole.
LST-4751,PRP-3273,AGT-0122,1914600.0,2024-05-25,2024-06-30,Pending,220.0,Accept quickly open because red.
LST-4752,PRP-4097,AGT-0246,1752900.0,2022-01-05,2022-03-18,Active,139.0,Think look performance office which talk majority.
LST-4753,PRP-3827,AGT-0120,1502600.0,2020-10-21,2021-04-08,Sold,236.0,Tough last soon open.
LST-4754,PRP-2718,AGT-0185,1842000.0,2023-02-04,2023-06-02,Expired,335.0,Church word hot include growth.
LST-4755,PRP-0537,AGT-0244,1104200.0,2023-02-25,2023-07-03,Active,178.0,Class summer drop assume purpose. Peace help send become back value exist.
LST-4756,PRP-4581,AGT-0169,1789900.0,2020-04-18,2020-08-22,Active,352.0,Film worker without lead practice. Cold book goal off sense after.
LST-4757,PRP-3013,AGT-0251,266900.0,2024-02-13,2024-04-20,Pending,63.0,Himself agree class drug way speech. Employee participant mission before.
LST-4758,PRP-4100,AGT-0271,132200.0,2023-02-11,2023-03-15,Sold,293.0,Lot with operation natural. Summer media drop.
LST-4759,PRP-2936,AGT-0152,400600.0,2024-06-23,2024-11-11,Active,50.0,Yard read region play. Condition American include cold back nice.
LST-4760,PRP-1468,AGT-0021,1571000.0,2023-08-01,2023-10-06,Sold,291.0,She assume camera assume respond phone.
LST-4761,PRP-1863,AGT-0128,668800.0,2020-08-03,2020-12-31,Expired,340.0,Time send every painting us can.
LST-4762,PRP-4122,AGT-0239,2698300.0,2023-12-04,2024-04-01,Active,,Within capital establish hand medical very boy. Cup push event low action ground.
LST-4763,PRP-0703,AGT-0025,2032200.0,2021-07-04,2021-12-25,Expired,104.0,Message girl including. Away general age some happen.
LST-4764,PRP-1957,AGT-0079,1384400.0,2023-12-07,2024-04-23,Sold,27.0,Least before wear capital cause. Price occur arm look.
